DATEenvoi;cardkey;Lot;Typquest;Satisfaction;Recommandation;Detracteur;Neutre;Promoteur;week;CA
2019-06;280;1;3;3;4;1;0;0;16/06/2019;62.84159227
2019-06;246;1;1;4;1;1;0;0;16/06/2019;57.45267182
2019-06;166;2;1;2;8;0;1;0;16/06/2019;99.30681301
2019-06;37;3;5;2;8;0;1;0;16/06/2019;95.04775713
2019-06;251;3;5;1;7;0;1;0;16/06/2019;104.1104048
2019-06;337;2;1;2;7;0;1;0;16/06/2019;108.3412782
2019-06;36;1;4;1;7;0;1;0;16/06/2019;96.50909257
2019-06;348;3;5;2;9;0;0;1;16/06/2019;148.9458335
2019-06;280;1;2;4;2;1;0;0;16/06/2019;46.12795711
2019-06;314;2;1;1;9;0;0;1;16/06/2019;150.8859124
2019-06;348;1;1;1;8;0;1;0;16/06/2019;91.22633596
2019-06;222;1;2;3;2;1;0;0;16/06/2019;79.89784768
2019-06;69;2;1;1;10;0;0;1;16/06/2019;117.1829119
2019-06;471;1;4;2;7;0;1;0;16/06/2019;97.49480585
2019-06;248;3;5;2;7;0;1;0;16/06/2019;106.7119777
2019-06;193;1;3;1;7;0;1;0;16/06/2019;96.71225967
2019-06;62;1;4;2;9;0;0;1;16/06/2019;137.042871
2019-06;256;3;5;2;9;0;0;1;16/06/2019;135.4195911
2019-06;98;1;4;3;1;1;0;0;16/06/2019;77.68203937
2019-06;380;2;1;3;3;1;0;0;16/06/2019;84.5276072
2019-06;270;1;2;1;10;0;0;1;16/06/2019;164.8318361
2019-06;116;2;1;4;3;1;0;0;16/06/2019;95.964911
2019-06;306;1;3;4;1;1;0;0;16/06/2019;65.24137197
2019-06;92;1;1;2;5;1;0;0;16/06/2019;41.27225378
2019-06;293;3;5;1;9;0;0;1;16/06/2019;118.0960871
2019-06;380;3;5;2;10;0;0;1;16/06/2019;147.061089
2019-06;329;2;1;1;9;0;0;1;16/06/2019;127.6577876
2019-06;372;3;5;2;7;0;1;0;16/06/2019;109.8290831
2019-06;60;1;3;2;7;0;1;0;16/06/2019;95.66320453
2019-06;151;3;5;2;6;1;0;0;16/06/2019;80.08401007
2019-06;295;3;5;1;10;0;0;1;16/06/2019;134.7123654
2019-06;218;2;1;1;9;0;0;1;16/06/2019;143.398636
2019-06;63;1;1;1;9;0;0;1;16/06/2019;109.9805089
2019-06;60;2;1;2;7;0;1;0;16/06/2019;90.52448705
2019-06;86;2;1;1;9;0;0;1;16/06/2019;148.9564332
2019-06;418;1;4;3;6;1;0;0;16/06/2019;55.88790896
2019-06;339;1;4;1;10;0;0;1;16/06/2019;147.6838134
2019-06;450;2;1;1;10;0;0;1;16/06/2019;156.8564506
2019-06;365;1;1;2;8;0;1;0;16/06/2019;106.1448693
2019-06;123;1;3;1;9;0;0;1;16/06/2019;147.6523331
2019-06;394;2;1;1;9;0;0;1;16/06/2019;151.5479311
2019-06;281;2;1;1;8;0;1;0;16/06/2019;91.08122278
2019-06;441;1;2;2;8;0;1;0;16/06/2019;104.8342673
2019-06;96;3;5;2;8;0;1;0;16/06/2019;103.7804646
2019-06;428;3;5;1;8;0;1;0;16/06/2019;102.1928267
2019-06;11;3;5;1;8;0;1;0;16/06/2019;99.27531613
2019-06;246;2;1;2;7;0;1;0;16/06/2019;92.82499521
2019-06;253;1;4;1;8;0;1;0;16/06/2019;106.872081
2019-06;238;2;1;4;4;1;0;0;16/06/2019;47.43057703
2019-06;117;1;1;2;8;0;1;0;16/06/2019;104.6506632
2019-06;46;2;1;2;9;0;0;1;16/06/2019;126.2846201
2019-06;461;3;5;1;8;0;1;0;16/06/2019;96.91247672
2019-06;354;3;5;1;8;0;1;0;16/06/2019;99.22727509
2019-06;310;1;1;1;9;0;0;1;16/06/2019;140.8524481
2019-06;211;3;5;4;1;1;0;0;16/06/2019;46.31914393
2019-06;390;3;5;2;6;1;0;0;16/06/2019;49.14713314
2019-06;336;1;4;1;7;0;1;0;16/06/2019;104.5849013
2019-06;249;2;1;2;9;0;0;1;16/06/2019;138.4479789
2019-06;186;3;5;4;3;1;0;0;16/06/2019;92.45669429
2019-06;297;3;5;2;7;0;1;0;16/06/2019;106.6013779
2019-06;157;2;1;2;7;0;1;0;16/06/2019;92.16653555
2019-06;297;2;1;2;9;0;0;1;16/06/2019;141.3819555
2019-06;52;3;5;1;9;0;0;1;16/06/2019;132.1542927
2019-06;115;1;3;1;9;0;0;1;16/06/2019;132.3949587
2019-06;369;1;1;2;8;0;1;0;16/06/2019;97.39895936
2019-06;210;2;1;3;6;1;0;0;16/06/2019;79.95167567
2019-06;310;3;5;1;10;0;0;1;16/06/2019;150.4842768
2019-06;126;3;5;2;7;0;1;0;16/06/2019;93.87264344
2019-06;289;1;1;2;7;0;1;0;16/06/2019;96.85897787
2019-06;162;1;3;3;4;1;0;0;16/06/2019;71.53084263
2019-06;71;1;1;2;7;0;1;0;16/06/2019;109.3021065
2019-06;242;1;4;2;7;0;1;0;16/06/2019;97.93683573
2019-06;381;2;1;3;5;1;0;0;16/06/2019;57.3534124
2019-06;434;2;1;3;5;1;0;0;16/06/2019;69.21171695
2019-06;222;1;3;2;7;0;1;0;16/06/2019;92.675615
2019-06;429;3;5;2;9;0;0;1;16/06/2019;115.102214
2019-06;69;3;5;3;3;1;0;0;16/06/2019;68.45348085
2019-06;319;1;4;1;8;0;1;0;16/06/2019;106.1556235
2019-06;264;1;4;1;10;0;0;1;16/06/2019;153.3597508
2019-06;173;1;1;1;10;0;0;1;16/06/2019;150.7485738
2019-06;92;1;1;1;7;0;1;0;16/06/2019;108.8000807
2019-06;214;2;1;2;9;0;0;1;16/06/2019;124.0629088
2019-06;165;1;3;1;8;0;1;0;16/06/2019;107.4242446
2019-06;406;3;5;1;10;0;0;1;16/06/2019;152.2571419
2019-06;161;2;1;1;7;0;1;0;16/06/2019;91.6032464
2019-06;494;2;1;1;8;0;1;0;16/06/2019;105.3266017
2019-06;423;2;1;3;2;1;0;0;16/06/2019;49.13012808
2019-06;266;1;1;2;10;0;0;1;16/06/2019;146.1837937
2019-06;179;1;2;2;9;0;0;1;16/06/2019;111.5597304
2019-06;430;1;2;1;7;0;1;0;16/06/2019;100.5972482
2019-06;345;1;3;2;10;0;0;1;16/06/2019;142.0759447
2019-06;77;3;5;1;9;0;0;1;16/06/2019;143.1778781
2019-06;440;2;1;1;7;0;1;0;16/06/2019;102.4090311
2019-06;289;2;1;2;7;0;1;0;16/06/2019;108.3979977
2019-06;248;1;3;1;8;0;1;0;16/06/2019;97.91771084
2019-06;17;1;2;2;8;0;1;0;16/06/2019;90.48305374
2019-06;309;1;3;2;7;0;1;0;16/06/2019;102.4581489
2019-06;237;2;1;4;3;1;0;0;16/06/2019;69.41452489
2019-06;277;3;5;2;9;0;0;1;16/06/2019;127.8579046
2019-06;62;2;1;2;8;0;1;0;16/06/2019;90.42939266
2019-06;142;1;3;1;10;0;0;1;16/06/2019;143.8843349
2019-06;306;3;5;1;8;0;1;0;23/06/2019;108.0949698
2019-06;474;1;3;2;9;0;0;1;23/06/2019;107.6140649
2019-06;308;1;4;1;7;0;1;0;23/06/2019;104.9565826
2019-06;387;2;1;2;7;0;1;0;23/06/2019;94.72694256
2019-06;130;2;1;2;7;0;1;0;23/06/2019;102.7568687
2019-06;456;3;5;1;10;0;0;1;23/06/2019;137.2139526
2019-06;330;2;1;1;7;0;1;0;23/06/2019;100.6829018
2019-06;10;2;1;4;3;1;0;0;23/06/2019;50.97723696
2019-06;184;3;5;1;7;0;1;0;23/06/2019;106.2259342
2019-06;483;3;5;2;7;0;1;0;23/06/2019;102.0241695
2019-06;80;1;3;1;10;0;0;1;23/06/2019;135.3780639
2019-06;240;3;5;1;8;0;1;0;23/06/2019;91.65330692
2019-06;486;2;1;1;10;0;0;1;23/06/2019;156.8949187
2019-06;18;3;5;1;9;0;0;1;23/06/2019;116.9644817
2019-06;120;2;1;4;2;1;0;0;23/06/2019;94.80468267
2019-06;114;3;5;1;8;0;1;0;23/06/2019;91.0860816
2019-06;398;1;4;3;1;1;0;0;23/06/2019;77.09762924
2019-06;423;2;1;1;9;0;0;1;23/06/2019;117.2095618
2019-06;27;1;1;4;3;1;0;0;23/06/2019;74.8626007
2019-06;372;2;1;2;8;0;1;0;23/06/2019;106.5383069
2019-06;263;3;5;2;10;0;0;1;23/06/2019;133.5849146
2019-06;52;3;5;3;5;1;0;0;23/06/2019;45.54104542
2019-06;365;2;1;2;10;0;0;1;23/06/2019;124.0386157
2019-06;201;2;1;3;4;1;0;0;23/06/2019;46.18571619
2019-06;386;1;2;1;8;0;1;0;23/06/2019;105.256594
2019-06;336;3;5;2;10;0;0;1;23/06/2019;121.4925825
2019-06;159;3;5;3;4;1;0;0;23/06/2019;55.41811792
2019-06;233;1;3;3;4;1;0;0;23/06/2019;66.06926418
2019-06;350;1;1;3;2;1;0;0;23/06/2019;52.25553562
2019-06;73;1;1;2;10;0;0;1;23/06/2019;132.0769995
2019-06;284;1;4;1;10;0;0;1;23/06/2019;131.1233841
2019-06;423;3;5;2;10;0;0;1;23/06/2019;139.4868322
2019-06;24;2;1;1;9;0;0;1;23/06/2019;166.3375792
2019-06;199;2;1;4;1;1;0;0;23/06/2019;63.73235775
2019-06;74;2;1;3;3;1;0;0;23/06/2019;33.67291383
2019-06;103;3;5;1;10;0;0;1;23/06/2019;115.1154708
2019-06;105;3;5;4;2;1;0;0;23/06/2019;66.66367986
2019-06;252;3;5;1;8;0;1;0;23/06/2019;93.79154078
2019-06;391;1;1;3;1;1;0;0;23/06/2019;72.79506785
2019-06;440;2;1;1;10;0;0;1;23/06/2019;149.2719291
2019-06;377;2;1;1;9;0;0;1;23/06/2019;141.9822697
2019-06;442;1;3;1;9;0;0;1;23/06/2019;160.5047827
2019-06;390;2;1;4;4;1;0;0;23/06/2019;61.65658322
2019-06;94;3;5;1;10;0;0;1;23/06/2019;104.6918102
2019-06;274;2;1;2;10;0;0;1;23/06/2019;142.4930247
2019-06;86;3;5;2;8;0;1;0;23/06/2019;95.73982577
2019-06;383;1;2;2;9;0;0;1;23/06/2019;122.5437022
2019-06;2;2;1;2;9;0;0;1;23/06/2019;154.4603238
2019-06;265;2;1;4;2;1;0;0;23/06/2019;43.54934482
2019-06;72;3;5;1;9;0;0;1;23/06/2019;129.4435382
2019-06;388;1;3;1;10;0;0;1;23/06/2019;109.4193551
2019-06;89;1;3;1;7;0;1;0;23/06/2019;102.7739271
2019-06;146;2;1;2;9;0;0;1;23/06/2019;147.4844294
2019-06;144;1;4;2;10;0;0;1;23/06/2019;140.3359768
2019-06;248;3;5;1;10;0;0;1;23/06/2019;118.5107682
2019-06;97;1;3;1;7;0;1;0;23/06/2019;108.5988317
2019-06;415;2;1;2;8;0;1;0;23/06/2019;90.46254257
2019-06;392;1;1;1;7;0;1;0;23/06/2019;101.9375534
2019-06;75;3;5;3;6;1;0;0;23/06/2019;83.87968204
2019-06;1;1;2;2;8;0;1;0;23/06/2019;101.176974
2019-06;312;3;5;2;8;0;1;0;23/06/2019;103.5802012
2019-06;389;1;4;2;10;0;0;1;23/06/2019;155.4576075
2019-06;23;1;2;1;7;0;1;0;23/06/2019;104.5460185
2019-06;438;2;1;2;7;0;1;0;23/06/2019;95.36591663
2019-06;302;3;5;2;10;0;0;1;23/06/2019;145.1730299
2019-06;85;3;5;1;9;0;0;1;23/06/2019;149.9584014
2019-06;118;2;1;1;7;0;1;0;23/06/2019;109.5419876
2019-06;202;1;2;2;9;0;0;1;23/06/2019;105.980676
2019-06;139;3;5;2;10;0;0;1;23/06/2019;124.0177851
2019-06;313;3;5;1;7;0;1;0;23/06/2019;90.30973534
2019-06;357;1;3;3;6;1;0;0;23/06/2019;51.07011442
2019-06;447;2;1;1;8;0;1;0;23/06/2019;102.8054402
2019-06;381;2;1;2;8;0;1;0;23/06/2019;92.46688956
2019-06;208;1;2;2;9;0;0;1;23/06/2019;121.3629205
2019-06;92;3;5;2;9;0;0;1;23/06/2019;139.7878354
2019-06;177;2;1;2;9;0;0;1;23/06/2019;144.915372
2019-06;39;2;1;1;7;0;1;0;23/06/2019;106.9140249
2019-06;431;3;5;2;10;0;0;1;23/06/2019;127.7471997
2019-06;488;2;1;2;8;0;1;0;23/06/2019;108.7078706
2019-06;365;2;1;2;7;0;1;0;23/06/2019;91.25687842
2019-06;125;2;1;2;5;1;0;0;23/06/2019;38.10982792
2019-06;172;3;5;2;7;0;1;0;23/06/2019;102.0325752
2019-06;9;1;2;2;7;0;1;0;23/06/2019;103.5306476
2019-06;82;1;2;1;7;0;1;0;23/06/2019;103.8075135
2019-06;60;1;4;1;7;0;1;0;23/06/2019;89.78554191
2019-06;48;1;1;4;3;1;0;0;23/06/2019;51.79975654
2019-06;131;1;4;2;9;0;0;1;23/06/2019;126.5600676
2019-06;161;3;5;2;7;0;1;0;23/06/2019;106.8941099
2019-06;262;1;2;2;9;0;0;1;23/06/2019;161.4677656
2019-06;27;1;2;1;8;0;1;0;23/06/2019;107.2785309
2019-06;199;2;1;2;5;1;0;0;23/06/2019;68.70843175
2019-06;452;2;1;2;5;1;0;0;23/06/2019;43.50094321
2019-06;227;3;5;3;4;1;0;0;23/06/2019;49.42316993
2019-06;342;2;1;1;9;0;0;1;23/06/2019;101.5015385
2019-06;447;3;5;1;9;0;0;1;23/06/2019;139.6774225
2019-06;314;3;5;2;6;1;0;0;23/06/2019;79.19242932
2019-06;41;3;5;2;9;0;0;1;23/06/2019;155.5336858
2019-06;302;3;5;2;10;0;0;1;23/06/2019;110.3691654
2019-06;268;2;1;2;9;0;0;1;23/06/2019;139.0828109
2019-06;431;2;1;2;9;0;0;1;23/06/2019;145.5781778
2019-06;415;3;5;1;9;0;0;1;23/06/2019;115.7730284
2019-06;472;3;5;2;8;0;1;0;23/06/2019;90.66149451
2019-06;217;1;2;2;10;0;0;1;23/06/2019;103.1304212
2019-06;350;2;1;2;7;0;1;0;23/06/2019;96.32692983
2019-06;75;1;4;3;3;1;0;0;23/06/2019;81.91585443
2019-06;84;3;5;1;7;0;1;0;23/06/2019;107.4206337
2019-06;193;3;5;1;7;0;1;0;23/06/2019;102.8940808
2019-06;410;1;2;3;5;1;0;0;23/06/2019;92.34750571
2019-06;122;2;1;2;8;0;1;0;23/06/2019;95.72984492
2019-06;429;1;1;1;9;0;0;1;23/06/2019;131.6597091
2019-06;91;2;1;2;9;0;0;1;23/06/2019;120.85889
2019-06;428;3;5;1;9;0;0;1;23/06/2019;127.4351432
2019-06;82;1;4;2;9;0;0;1;23/06/2019;132.5307878
2019-06;75;3;5;4;4;1;0;0;23/06/2019;54.86242903
2019-06;321;1;3;1;9;0;0;1;23/06/2019;141.4936832
2019-06;23;2;1;2;7;0;1;0;23/06/2019;102.6675431
2019-06;166;2;1;2;10;0;0;1;23/06/2019;146.2581341
2019-06;279;3;5;2;9;0;0;1;23/06/2019;151.5436763
2019-06;316;2;1;2;10;0;0;1;23/06/2019;150.6481316
2019-06;251;2;1;1;7;0;1;0;23/06/2019;96.68711831
2019-06;133;2;1;3;2;1;0;0;23/06/2019;56.84242534
2019-06;392;2;1;1;9;0;0;1;23/06/2019;153.4022675
2019-06;497;1;4;2;8;0;1;0;23/06/2019;91.67205553
2019-06;347;1;2;2;8;0;1;0;23/06/2019;90.38983923
2019-06;254;1;3;3;1;1;0;0;30/06/2019;64.97613687
2019-06;304;2;1;2;8;0;1;0;30/06/2019;103.81464
2019-06;493;3;5;1;10;0;0;1;30/06/2019;132.5420157
2019-06;302;3;5;1;8;0;1;0;30/06/2019;94.16255778
2019-06;486;3;5;1;7;0;1;0;30/06/2019;106.737626
2019-06;274;1;3;2;10;0;0;1;30/06/2019;144.6975618
2019-06;449;1;4;1;7;0;1;0;30/06/2019;108.8593893
2019-06;248;1;1;2;8;0;1;0;30/06/2019;94.74284969
2019-06;496;2;1;2;10;0;0;1;30/06/2019;128.3737723
2019-06;114;1;2;2;7;0;1;0;30/06/2019;100.8848556
2019-06;5;2;1;3;1;1;0;0;30/06/2019;71.14392096
2019-06;458;1;4;1;7;0;1;0;30/06/2019;97.1281729
2019-06;288;1;1;2;10;0;0;1;30/06/2019;119.5581951
2019-06;466;2;1;1;8;0;1;0;30/06/2019;110.148638
2019-06;14;1;3;4;4;1;0;0;30/06/2019;79.03035538
2019-06;236;3;5;2;10;0;0;1;30/06/2019;125.6205525
2019-06;37;2;1;1;8;0;1;0;30/06/2019;96.60387627
2019-06;343;2;1;2;8;0;1;0;30/06/2019;99.29181752
2019-06;317;2;1;2;5;1;0;0;30/06/2019;84.68834399
2019-06;404;1;4;2;8;0;1;0;30/06/2019;101.7651811
2019-06;487;1;3;4;2;1;0;0;30/06/2019;63.74417389
2019-06;219;2;1;1;8;0;1;0;30/06/2019;108.9846521
2019-06;464;3;5;1;10;0;0;1;30/06/2019;146.8973317
2019-06;416;1;2;3;4;1;0;0;30/06/2019;80.92137458
2019-06;52;2;1;2;10;0;0;1;30/06/2019;145.111914
2019-06;467;2;1;3;3;1;0;0;30/06/2019;62.34206422
2019-06;490;3;5;2;8;0;1;0;30/06/2019;108.7634571
2019-06;49;1;2;2;7;0;1;0;30/06/2019;101.3384852
2019-07;380;2;1;1;10;0;0;1;30/06/2019;132.1274962
2019-07;399;2;1;1;8;0;1;0;30/06/2019;90.07573262
2019-07;269;3;5;2;8;0;1;0;30/06/2019;102.764469
2019-07;163;3;5;2;10;0;0;1;30/06/2019;115.9562731
2019-07;301;1;2;1;7;0;1;0;30/06/2019;94.99397651
2019-07;403;1;2;3;4;1;0;0;30/06/2019;57.89939055
2019-07;211;1;4;1;10;0;0;1;30/06/2019;150.4345627
2019-07;4;2;1;2;10;0;0;1;30/06/2019;140.3650213
2019-07;399;3;5;2;7;0;1;0;30/06/2019;90.08962936
2019-07;297;1;4;1;10;0;0;1;30/06/2019;142.3889387
2019-07;359;1;4;1;8;0;1;0;30/06/2019;97.85607087
2019-07;1;1;2;1;7;0;1;0;30/06/2019;103.7453006
2019-07;487;2;1;1;7;0;1;0;30/06/2019;98.39096694
2019-07;342;3;5;1;8;0;1;0;30/06/2019;104.7362628
2019-07;368;1;4;2;7;0;1;0;30/06/2019;106.7571129
2019-07;394;2;1;2;8;0;1;0;30/06/2019;109.3775965
2019-07;142;2;1;3;4;1;0;0;30/06/2019;57.28668306
2019-07;175;1;4;4;4;1;0;0;30/06/2019;49.79275918
2019-07;477;3;5;2;8;0;1;0;30/06/2019;91.62167896
2019-07;101;1;4;2;7;0;1;0;30/06/2019;103.861808
2019-07;402;3;5;3;1;1;0;0;30/06/2019;67.36827093
2019-07;234;1;4;1;9;0;0;1;30/06/2019;115.4348694
2019-07;409;1;1;1;9;0;0;1;30/06/2019;143.6953805
2019-07;77;2;1;2;7;0;1;0;30/06/2019;94.5016681
2019-07;101;1;2;2;9;0;0;1;30/06/2019;150.213637
2019-07;211;2;1;1;9;0;0;1;30/06/2019;144.6684529
2019-07;185;2;1;2;7;0;1;0;30/06/2019;96.48670165
2019-07;101;2;1;3;6;1;0;0;30/06/2019;80.59286092
2019-07;424;2;1;1;7;0;1;0;30/06/2019;89.82867554
2019-07;247;3;5;2;7;0;1;0;30/06/2019;94.00865847
2019-07;178;1;2;1;8;0;1;0;30/06/2019;96.37383501
2019-07;291;1;2;2;10;0;0;1;30/06/2019;157.7076894
2019-07;482;2;1;3;4;1;0;0;30/06/2019;64.47505516
2019-07;243;1;2;2;8;0;1;0;30/06/2019;102.8956816
2019-07;340;2;1;4;1;1;0;0;30/06/2019;54.15701221
2019-07;406;1;2;4;4;1;0;0;30/06/2019;90.74962378
2019-07;30;3;5;2;9;0;0;1;30/06/2019;126.8150262
2019-07;33;2;1;4;4;1;0;0;30/06/2019;54.05518838
2019-07;346;3;5;2;8;0;1;0;30/06/2019;102.4905741
2019-07;101;1;2;2;10;0;0;1;30/06/2019;126.5333141
2019-07;360;3;5;1;9;0;0;1;30/06/2019;123.1311463
2019-07;320;3;5;2;5;1;0;0;30/06/2019;93.66822374
2019-07;233;2;1;2;8;0;1;0;30/06/2019;101.5540545
2019-07;230;1;3;2;10;0;0;1;30/06/2019;138.6296209
2019-07;312;3;5;1;9;0;0;1;30/06/2019;123.5141253
2019-07;275;2;1;1;9;0;0;1;30/06/2019;127.9302124
2019-07;254;3;5;2;9;0;0;1;30/06/2019;155.0392523
2019-07;214;3;5;1;9;0;0;1;30/06/2019;126.4046115
2019-07;254;2;1;2;9;0;0;1;30/06/2019;138.714494
2019-07;298;3;5;1;10;0;0;1;30/06/2019;133.4529622
2019-07;238;2;1;3;5;1;0;0;30/06/2019;44.79358451
2019-07;301;2;1;1;7;0;1;0;30/06/2019;110.1064976
2019-07;273;1;2;1;8;0;1;0;30/06/2019;108.4531928
2019-07;432;1;2;1;8;0;1;0;30/06/2019;92.66878616
2019-07;380;3;5;3;6;1;0;0;30/06/2019;55.14480755
2019-07;11;1;2;2;8;0;1;0;30/06/2019;106.2762816
2019-07;405;1;3;2;7;0;1;0;30/06/2019;91.51315873
2019-07;127;2;1;1;9;0;0;1;30/06/2019;149.6055524
2019-07;494;1;1;3;6;1;0;0;30/06/2019;37.3419129
2019-07;221;3;5;2;9;0;0;1;30/06/2019;126.7089641
2019-07;30;1;1;2;9;0;0;1;30/06/2019;136.828452
2019-07;262;1;1;2;8;0;1;0;30/06/2019;93.23571803
2019-07;34;3;5;2;8;0;1;0;30/06/2019;92.3684246
2019-07;312;1;3;1;9;0;0;1;30/06/2019;139.207036
2019-07;423;3;5;1;8;0;1;0;30/06/2019;90.28379379
2019-07;30;2;1;1;8;0;1;0;30/06/2019;101.8643323
2019-07;27;1;2;2;6;1;0;0;30/06/2019;79.78284942
2019-07;214;1;3;1;9;0;0;1;30/06/2019;156.5266814
2019-07;128;3;5;2;8;0;1;0;30/06/2019;102.7740813
2019-07;165;2;1;2;9;0;0;1;30/06/2019;163.7596116
2019-07;485;1;4;2;9;0;0;1;30/06/2019;157.6037327
2019-07;385;2;1;1;8;0;1;0;30/06/2019;105.2498014
2019-07;471;2;1;2;8;0;1;0;30/06/2019;98.08973438
2019-07;40;1;4;1;10;0;0;1;30/06/2019;146.0142171
2019-07;479;2;1;1;7;0;1;0;30/06/2019;93.91113228
2019-07;140;1;2;1;10;0;0;1;30/06/2019;159.6393648
2019-07;295;3;5;2;9;0;0;1;30/06/2019;164.2714512
2019-07;139;1;4;1;10;0;0;1;30/06/2019;119.431742
2019-07;22;1;3;1;8;0;1;0;30/06/2019;109.138907
2019-07;476;2;1;1;9;0;0;1;30/06/2019;117.252591
2019-07;458;1;4;2;8;0;1;0;30/06/2019;102.3957344
2019-07;411;3;5;1;9;0;0;1;30/06/2019;134.2549446
2019-07;299;3;5;2;10;0;0;1;30/06/2019;128.8869219
2019-07;390;1;3;2;10;0;0;1;30/06/2019;123.5691498
2019-07;47;3;5;1;8;0;1;0;30/06/2019;103.2355675
2019-07;276;2;1;1;7;0;1;0;30/06/2019;92.17574724
2019-07;13;2;1;2;10;0;0;1;30/06/2019;122.3296669
2019-07;444;3;5;2;7;0;1;0;30/06/2019;91.87259053
2019-07;345;1;3;2;8;0;1;0;30/06/2019;90.38038478
2019-07;479;2;1;2;9;0;0;1;30/06/2019;143.3070324
2019-07;12;1;3;2;10;0;0;1;30/06/2019;132.2013247
2019-07;442;3;5;1;7;0;1;0;30/06/2019;98.24984065
2019-07;360;3;5;1;9;0;0;1;30/06/2019;164.7807357
2019-07;394;1;1;2;9;0;0;1;30/06/2019;157.917691
2019-07;25;1;1;1;8;0;1;0;30/06/2019;94.60690505
2019-07;266;3;5;1;8;0;1;0;30/06/2019;103.7155037
2019-07;218;3;5;2;9;0;0;1;07/07/2019;144.2498131
2019-07;258;1;3;2;7;0;1;0;07/07/2019;102.5269484
2019-07;21;2;1;4;1;1;0;0;07/07/2019;56.81112459
2019-07;3;2;1;2;7;0;1;0;07/07/2019;98.52542556
2019-07;478;3;5;2;10;0;0;1;07/07/2019;122.682077
2019-07;145;3;5;4;3;1;0;0;07/07/2019;58.20472246
2019-07;276;3;5;2;9;0;0;1;07/07/2019;146.0545153
2019-07;427;3;5;2;8;0;1;0;07/07/2019;90.85204185
2019-07;362;1;2;3;1;1;0;0;07/07/2019;68.36376548
2019-07;74;3;5;1;9;0;0;1;07/07/2019;142.7106043
2019-07;487;2;1;2;10;0;0;1;07/07/2019;121.8838189
2019-07;302;2;1;2;10;0;0;1;07/07/2019;142.0654694
2019-07;406;1;4;1;10;0;0;1;07/07/2019;154.8418821
2019-07;198;3;5;2;8;0;1;0;07/07/2019;90.56294749
2019-07;483;2;1;2;8;0;1;0;07/07/2019;104.6183675
2019-07;25;2;1;2;6;1;0;0;07/07/2019;77.34550239
2019-07;36;3;5;3;6;1;0;0;07/07/2019;52.29182782
2019-07;229;1;1;3;4;1;0;0;07/07/2019;57.02514922
2019-07;175;2;1;1;8;0;1;0;07/07/2019;91.46429076
2019-07;474;3;5;1;7;0;1;0;07/07/2019;103.6142386
2019-07;476;3;5;3;2;1;0;0;07/07/2019;62.07518172
2019-07;399;3;5;2;6;1;0;0;07/07/2019;37.00339923
2019-07;93;2;1;1;7;0;1;0;07/07/2019;102.1769066
2019-07;95;2;1;4;1;1;0;0;07/07/2019;74.42296528
2019-07;151;3;5;1;7;0;1;0;07/07/2019;98.41934046
2019-07;402;2;1;2;7;0;1;0;07/07/2019;98.25543838
2019-07;134;2;1;1;8;0;1;0;07/07/2019;90.03831251
2019-07;40;3;5;1;8;0;1;0;07/07/2019;104.2469715
2019-07;163;2;1;3;3;1;0;0;07/07/2019;37.13350961
2019-07;496;2;1;1;10;0;0;1;07/07/2019;154.8697331
2019-07;380;1;2;2;10;0;0;1;07/07/2019;161.4161636
2019-07;478;3;5;1;10;0;0;1;07/07/2019;143.7900065
2019-07;383;3;5;1;8;0;1;0;07/07/2019;91.90062458
2019-07;193;3;5;4;3;1;0;0;07/07/2019;79.18859839
2019-07;104;1;1;2;8;0;1;0;07/07/2019;98.26027146
2019-07;429;2;1;1;10;0;0;1;07/07/2019;139.3812549
2019-07;149;3;5;2;10;0;0;1;07/07/2019;119.02755
2019-07;377;3;5;1;9;0;0;1;07/07/2019;107.1135037
2019-07;378;2;1;1;7;0;1;0;07/07/2019;96.48775676
2019-07;405;3;5;4;1;1;0;0;07/07/2019;62.01442887
2019-07;211;2;1;1;9;0;0;1;07/07/2019;103.9259874
2019-07;369;3;5;1;9;0;0;1;07/07/2019;136.1010527
2019-07;194;3;5;1;10;0;0;1;07/07/2019;119.3248739
2019-07;94;1;2;2;9;0;0;1;07/07/2019;152.5393401
2019-07;270;3;5;1;8;0;1;0;07/07/2019;97.45774045
2019-07;293;1;4;2;7;0;1;0;07/07/2019;95.94971159
2019-07;174;3;5;1;10;0;0;1;07/07/2019;132.2180811
2019-07;422;2;1;1;9;0;0;1;07/07/2019;135.7420286
2019-07;328;2;1;1;9;0;0;1;07/07/2019;103.3747197
2019-07;18;3;5;4;1;1;0;0;07/07/2019;79.19832337
2019-07;334;1;2;1;10;0;0;1;07/07/2019;123.81102
2019-07;495;3;5;1;8;0;1;0;07/07/2019;96.93178185
2019-07;254;1;1;2;10;0;0;1;07/07/2019;158.0576984
2019-07;108;3;5;3;4;1;0;0;07/07/2019;85.19005433
2019-07;174;1;4;2;10;0;0;1;07/07/2019;155.5553396
2019-07;209;2;1;1;9;0;0;1;07/07/2019;126.746709
2019-07;124;2;1;2;7;0;1;0;07/07/2019;109.8568037
2019-07;259;3;5;1;7;0;1;0;07/07/2019;108.1639265
2019-07;40;1;3;1;8;0;1;0;07/07/2019;103.0179132
2019-07;222;1;4;2;10;0;0;1;07/07/2019;152.1063949
2019-07;277;1;1;1;8;0;1;0;07/07/2019;104.730029
2019-07;337;3;5;2;7;0;1;0;07/07/2019;99.96137013
